50.67,79.10,0
49.85,80.62,0
49.71,80.92,0
50.14,80.88,0
50.14,79.85,0
49.50,79.70,0
50.67,80.07,0
49.54,79.74,0
49.64,80.11,0
50.09,81.07,0
50.12,81.07,0
49.95,79.19,0
49.68,78.92,0
50.49,81.10,0
50.75,81.12,0
49.34,80.24,0
49.74,79.60,0
49.25,80.78,0
50.46,79.38,0
50.04,79.28,0
49.82,80.34,0
50.71,80.47,0
50.54,79.18,0
50.60,79.80,0
49.49,80.99,0
50.51,80.26,0
50.02,80.80,0
49.45,78.87,0
50.41,79.52,0
50.59,80.71,0
50.28,80.79,0
50.59,80.70,0
49.97,81.12,0
49.94,80.53,0
49.53,79.06,0
50.39,80.40,0
49.35,80.13,0
50.16,79.07,0
50.73,80.05,0
50.14,81.04,0
49.49,79.73,0
49.87,79.00,0
49.70,80.60,0
50.40,78.87,0
49.87,79.71,0
49.55,79.20,0
50.12,80.01,0
50.08,80.89,0
49.92,79.13,0
49.35,80.57,0
49.28,79.94,0
50.37,78.89,0
50.71,80.68,0
50.15,79.43,0
50.65,79.34,0
49.78,78.84,0
49.97,79.95,0
49.95,79.50,0
49.50,79.01,0
49.27,79.92,0
49.87,80.24,0
49.91,79.15,0
50.03,80.68,0
49.86,79.18,0
50.25,79.19,0
50.70,80.54,0
50.36,79.40,0
50.35,78.81,0
50.70,80.91,0
49.76,80.77,0
50.06,81.07,0
49.60,79.87,0
49.69,81.10,0
49.40,78.83,0
50.38,80.23,0
49.45,78.82,0
50.05,79.98,0
49.59,80.91,0
50.15,79.22,0
50.08,80.78,0
50.74,79.12,0
49.56,79.11,0
50.20,80.16,0
49.78,79.97,0
49.82,79.59,0
49.44,81.17,0
50.50,79.25,0
50.38,79.84,0
50.05,79.56,0
49.69,80.80,0
50.63,80.14,0
49.89,80.76,0
50.54,80.47,0
50.75,81.04,0
50.65,80.11,0
49.61,79.98,0
49.81,79.40,0
50.19,80.81,0
50.06,80.78,0
47.50,84.80,0
45.13,89.89,0
42.87,95.28,1
40.73,101.00,1
38.69,107.06,1
36.75,113.48,1
34.92,120.29,1
33.17,127.51,1
31.51,135.16,1
29.94,143.27,1
28.44,151.86,1
27.02,160.98,1
25.67,170.63,1
24.38,180.87,1
23.16,191.72,1
