50.29,80.10,0
50.60,79.35,0
49.93,80.74,0
50.66,80.10,0
50.62,79.94,0
50.63,80.51,0
50.48,79.76,0
49.73,79.91,0
49.82,80.31,0
49.83,80.27,0
49.68,80.51,0
49.59,81.18,0
50.36,80.65,0
49.75,79.32,0
49.94,79.09,0
50.65,80.87,0
50.57,80.69,0
49.53,79.21,0
49.67,79.55,0
49.38,78.96,0
49.48,79.58,0
49.40,79.66,0
50.35,79.59,0
49.99,80.03,0
49.91,80.77,0
49.85,79.11,0
50.16,79.78,0
49.64,79.53,0
49.46,79.04,0
49.55,80.51,0
49.97,79.28,0
50.29,80.88,0
49.99,79.42,0
49.54,79.51,0
49.42,80.20,0
49.56,80.80,0
50.54,80.25,0
50.58,79.04,0
50.44,81.15,0
49.44,79.64,0
50.56,80.84,0
50.68,80.07,0
49.78,78.81,0
49.57,79.26,0
50.07,80.74,0
49.91,78.99,0
50.68,80.92,0
49.47,81.01,0
50.46,79.55,0
50.65,80.42,0
50.41,80.80,0
49.87,81.07,0
50.71,79.03,0
49.38,80.36,0
49.63,79.87,0
49.77,79.23,0
49.57,80.85,0
50.58,79.80,0
50.06,80.70,0
49.45,80.46,0
50.68,80.54,0
50.33,80.41,0
49.61,80.42,0
49.54,80.15,0
50.45,81.03,0
49.46,80.24,0
50.16,79.67,0
49.43,80.76,0
47.50,84.80,0
45.13,89.89,0
42.87,95.28,1
40.73,101.00,1
38.69,107.06,1
36.75,113.48,1
34.92,120.29,1
33.17,127.51,1
31.51,135.16,1
29.94,143.27,1
28.44,151.86,1
27.02,160.98,1
25.67,170.63,1
24.38,180.87,1
23.16,191.72,1
