50.45,79.12,0
49.79,80.85,0
49.38,79.65,0
50.40,78.99,0
50.03,79.34,0
49.40,81.09,0
50.00,80.46,0
49.37,80.41,0
50.08,79.94,0
49.39,81.10,0
50.45,80.30,0
49.77,80.31,0
50.61,80.76,0
50.27,80.84,0
50.02,79.90,0
49.76,79.26,0
49.56,79.90,0
50.70,79.51,0
50.09,78.86,0
50.05,78.92,0
49.34,79.50,0
49.26,80.56,0
49.90,81.10,0
49.75,79.62,0
49.70,78.84,0
50.02,79.98,0
49.35,80.88,0
50.10,80.66,0
47.50,84.80,0
45.13,89.89,0
42.87,95.28,1
40.73,101.00,1
38.69,107.06,1
36.75,113.48,1
34.92,120.29,1
33.17,127.51,1
31.51,135.16,1
29.94,143.27,1
28.44,151.86,1
27.02,160.98,1
25.67,170.63,1
24.38,180.87,1
23.16,191.72,1
22.01,203.23,1
20.91,215.42,1
19.86,228.35,1
18.87,242.05,1
