49.86,80.79,0
50.26,80.65,0
50.20,78.96,0
49.78,79.23,0
50.19,80.96,0
50.40,78.82,0
49.33,80.27,0
49.28,80.83,0
50.51,80.14,0
49.42,78.87,0
50.54,78.94,0
50.35,79.89,0
50.69,79.30,0
49.48,79.76,0
50.15,79.13,0
50.47,80.55,0
49.25,80.02,0
49.92,79.65,0
50.66,79.25,0
49.60,79.99,0
49.64,79.40,0
49.45,80.41,0
49.35,79.88,0
49.93,80.82,0
50.41,80.04,0
49.26,80.51,0
50.15,80.32,0
49.92,79.66,0
50.22,79.84,0
49.46,81.16,0
50.21,81.04,0
50.16,80.61,0
49.97,80.47,0
50.38,79.27,0
50.54,80.02,0
49.58,80.31,0
50.69,80.47,0
50.53,80.56,0
50.35,79.18,0
50.47,79.29,0
49.78,80.94,0
50.52,81.18,0
49.97,80.57,0
49.96,79.80,0
49.94,80.64,0
50.75,81.18,0
49.37,79.89,0
50.70,79.99,0
49.71,80.11,0
50.12,79.31,0
50.18,79.26,0
49.60,78.95,0
50.08,80.01,0
49.43,80.17,0
50.41,79.92,0
50.25,79.65,0
50.00,79.93,0
50.63,78.87,0
49.47,80.23,0
49.51,78.90,0
49.37,81.12,0
50.61,79.16,0
50.42,79.53,0
50.62,80.70,0
49.60,78.83,0
47.50,84.80,0
45.13,89.89,0
42.87,95.28,1
40.73,101.00,1
38.69,107.06,1
36.75,113.48,1
34.92,120.29,1
33.17,127.51,1
31.51,135.16,1
29.94,143.27,1
28.44,151.86,1
27.02,160.98,1
25.67,170.63,1
24.38,180.87,1
23.16,191.72,1
