50.25,81.01,0
50.38,79.84,0
50.41,80.58,0
50.04,79.87,0
50.66,79.73,0
49.32,78.89,0
50.59,79.33,0
50.68,81.12,0
49.39,79.21,0
50.33,79.88,0
50.38,79.58,0
49.55,79.57,0
50.05,80.77,0
50.34,79.59,0
50.66,79.75,0
49.35,80.79,0
49.33,81.08,0
49.71,78.84,0
50.17,79.44,0
50.41,79.36,0
49.38,80.10,0
50.71,79.95,0
49.58,81.17,0
50.61,79.44,0
49.54,80.92,0
49.35,79.76,0
50.10,80.70,0
49.41,80.66,0
50.72,79.97,0
49.39,79.97,0
50.74,78.86,0
49.79,80.88,0
49.61,79.09,0
49.27,80.53,0
50.31,79.84,0
49.65,79.31,0
49.31,80.57,0
49.72,79.22,0
49.88,79.28,0
49.98,79.77,0
49.34,78.83,0
49.75,80.27,0
50.70,80.07,0
49.77,79.02,0
49.88,80.58,0
49.68,81.19,0
49.99,80.34,0
49.61,79.42,0
50.37,79.43,0
50.68,80.21,0
49.85,80.28,0
49.83,80.86,0
49.66,80.66,0
50.74,79.57,0
49.44,79.51,0
50.72,80.39,0
49.59,79.00,0
49.64,80.23,0
49.94,79.38,0
50.59,79.00,0
50.32,79.29,0
50.25,80.37,0
50.68,79.99,0
49.82,79.44,0
50.69,80.94,0
50.04,79.45,0
50.23,80.23,0
49.98,80.62,0
50.09,81.11,0
49.55,79.52,0
49.58,79.04,0
49.49,80.07,0
49.43,78.81,0
50.28,79.77,0
49.42,80.20,0
49.45,79.16,0
49.83,80.81,0
49.96,81.16,0
49.88,80.81,0
49.58,79.84,0
50.53,80.80,0
50.27,79.01,0
50.15,80.65,0
49.99,80.63,0
49.78,81.11,0
47.50,84.80,0
45.13,89.89,0
42.87,95.28,1
40.73,101.00,1
38.69,107.06,1
36.75,113.48,1
34.92,120.29,1
33.17,127.51,1
31.51,135.16,1
29.94,143.27,1
28.44,151.86,1
27.02,160.98,1
