50.24,80.77,0
49.39,81.10,0
49.36,79.52,0
49.69,80.95,0
49.52,79.23,0
50.49,80.73,0
50.38,79.48,0
50.69,80.98,0
50.53,79.64,0
49.92,81.09,0
49.38,80.44,0
49.64,80.59,0
50.62,80.53,0
49.63,80.88,0
49.53,80.06,0
50.11,80.21,0
49.36,80.38,0
49.49,80.69,0
49.30,80.81,0
50.65,79.99,0
50.06,79.08,0
49.42,79.10,0
49.68,80.57,0
49.79,80.98,0
47.50,84.80,0
45.13,89.89,0
42.87,95.28,1
40.73,101.00,1
38.69,107.06,1
36.75,113.48,1
34.92,120.29,1
33.17,127.51,1
31.51,135.16,1
29.94,143.27,1
28.44,151.86,1
27.02,160.98,1
25.67,170.63,1
24.38,180.87,1
